data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4082767;958;Rght Tribute ;D;10;2;9010;
05/11/2023, 14:03:44;4649013;658;Tribute Rght Crs Rght ;A;17;0;224;
05/11/2023, 14:03:44;4340764;852;Tribute Rght ;E;20;0;7694;
05/11/2023, 14:03:44;4117271;542;Pendant Force Crs Force ;A;22;2;3451;
05/11/2023, 14:03:44;4917024;658;Tribute Rght Force ;E;11;1;9629;
05/11/2023, 14:03:44;4295590;256;Tiara Force ;A;19;3;2463;
05/11/2023, 14:03:44;4976485;845;Force Tiara ;A;2;0;9950;
05/11/2023, 14:03:44;4795245;512;Tribute Pendant ;B;14;2;3742;
05/11/2023, 14:03:44;4117271;582;Pendant Force Crs Force ;D;1;1;1945;
05/11/2023, 14:03:44;4042276;987;Lft Tribute Force Lft ;H;3;1;5264;
05/11/2023, 14:03:44;4700222;582;Force Force Lft ;I;14;1;5687;
05/11/2023, 14:03:44;4151861;852;Tribute Rght Tiara ;G;24;0;4767;
05/11/2023, 14:03:44;4915031;312;Lft Force Tribute Crs ;I;16;2;5219;
05/11/2023, 14:03:44;4136004;582;Force Pendant ;G;2;2;6961;
05/11/2023, 14:03:44;4053534;845;Rght Tiara ;D;1;2;7127;
05/11/2023, 14:03:44;4045663;580;Crs Lft Pendant ;D;8;1;2876;
05/11/2023, 14:03:44;4923670;542;Pendant Tribute Rght ;B;9;0;5527;
05/11/2023, 14:03:44;4201973;512;Pendant Pendant Lft Crs ;E;1;1;1931;
05/11/2023, 14:03:44;4992879;512;Rght Force Pendant ;H;4;3;890;
05/11/2023, 14:03:44;4184826;845;Tribute Force ;C;12;0;4587;
05/11/2023, 14:03:44;4019599;580;Tribute Tiara ;C;15;3;9390;
05/11/2023, 14:03:44;4370992;582;Tiara Tribute Crs Rght ;I;14;1;6355;
05/11/2023, 14:03:44;4122383;512;Tiara Lft ;C;21;0;6895;
05/11/2023, 14:03:44;4632150;436;Crs Crs ;B;3;3;3749;
05/11/2023, 14:03:44;4366079;852;Lft Force Lft Force ;C;21;2;1034;
05/11/2023, 14:03:44;4753693;582;Tiara Force Force Pendant ;J;15;2;2302;
05/11/2023, 14:03:44;4209421;256;Force Tiara Crs Tribute ;G;17;1;436;
05/11/2023, 14:03:44;4742309;582;Lft Crs Rght ;E;5;3;4632;
05/11/2023, 14:03:44;4842737;958;Pendant Lft ;F;20;1;839;
05/11/2023, 14:03:44;4485644;658;Crs Rght ;I;17;1;7828;
05/11/2023, 14:03:44;4906814;958;Force Rght ;H;2;1;2094;
05/11/2023, 14:03:44;4758493;582;Tiara Crs Tiara ;D;16;1;7604;
05/11/2023, 14:03:44;4511932;512;Tribute Tribute Force Crs ;F;14;2;838;
05/11/2023, 14:03:44;4302502;256;Force Pendant Lft Force ;F;7;1;1097;
05/11/2023, 14:03:44;4906814;897;Force Rght ;G;2;1;2026;
05/11/2023, 14:03:44;4602332;852;Lft Pendant Lft ;B;7;2;9631;
05/11/2023, 14:03:44;4899931;542;Lft Lft Rght ;C;20;3;3270;
05/11/2023, 14:03:44;4358661;582;Lft Lft ;F;12;0;8171;
05/11/2023, 14:03:44;4136004;542;Force Pendant ;H;15;1;667;
05/11/2023, 14:03:44;4350045;897;Tiara Tiara Force Pendant ;I;6;3;8733;
05/11/2023, 14:03:44;4255903;512;Tiara Lft Crs ;C;22;0;3109;
05/11/2023, 14:03:44;4574105;580;Lft Crs ;J;13;2;2476;
05/11/2023, 14:03:44;4378617;987;Crs Force ;K;20;3;3018;
05/11/2023, 14:03:44;4548851;312;Rght Crs Lft Tiara ;B;4;0;2007;
05/11/2023, 14:03:44;4211663;658;Lft Lft ;B;22;1;6046;
05/11/2023, 14:03:44;4640021;658;Tribute Tiara Crs Force ;A;6;3;4592;
05/11/2023, 14:03:44;4673465;512;Force Tiara Tribute ;F;3;0;7874;
05/11/2023, 14:03:44;4522735;897;Force Lft ;B;11;1;8641;
05/11/2023, 14:03:44;4475670;958;Pendant Force ;D;24;3;1555;
05/11/2023, 14:03:44;4759728;312;Tiara Tiara ;H;21;0;1506;
05/11/2023, 14:03:44;4852295;256;Rght Crs Rght Pendant ;C;15;0;6980;
05/11/2023, 14:03:44;4192904;958;Lft Tiara ;D;10;0;3186;
05/11/2023, 14:03:44;4204264;582;Tiara Lft Tribute ;F;3;2;8754;
05/11/2023, 14:03:44;4586107;658;Lft Crs Rght Tiara ;J;16;2;5578;
05/11/2023, 14:03:44;4592645;897;Rght Tribute Rght ;H;1;0;9250;
05/11/2023, 14:03:44;4946412;987;Force Tribute Lft Tribute ;G;12;2;4246;
05/11/2023, 14:03:44;4112363;436;Tribute Crs Force ;D;7;1;611;
05/11/2023, 14:03:44;4286440;580;Force Rght Rght ;B;25;3;7873;
05/11/2023, 14:03:44;4928109;845;Force Lft ;E;16;1;254;
05/11/2023, 14:03:44;4899931;958;Lft Lft Rght ;H;15;1;176;
05/11/2023, 14:03:44;4211663;582;Lft Lft ;K;1;1;9125;
05/11/2023, 14:03:44;4444484;958;Tiara Lft ;C;7;2;1915;
05/11/2023, 14:03:44;4061663;436;Lft Rght Crs ;B;2;3;5207;
05/11/2023, 14:03:44;4738271;512;Force Force ;A;11;0;9557;
05/11/2023, 14:03:44;4358661;658;Lft Lft ;I;18;1;5446;
05/11/2023, 14:03:44;4917024;512;Tribute Rght Force ;K;2;0;6618;
05/11/2023, 14:03:44;4523331;580;Tribute Rght Force Crs ;D;15;1;6009;
05/11/2023, 14:03:44;4135567;312;Tiara Pendant ;D;7;2;5125;
05/11/2023, 14:03:44;4988185;582;Pendant Tiara Crs ;J;21;2;7209;
05/11/2023, 14:03:44;4046718;845;Rght Force Tribute Force ;E;18;2;7001;
05/11/2023, 14:03:44;4666655;987;Lft Crs Tribute Tribute ;I;24;3;3088;
05/11/2023, 14:03:44;4295590;436;Tiara Force ;F;24;1;4435;
05/11/2023, 14:03:44;4913362;312;Tribute Rght ;A;7;3;6389;
05/11/2023, 14:03:44;4266016;987;Force Rght ;C;23;1;9302;
05/11/2023, 14:03:44;4666655;987;Lft Crs Tribute Tribute ;B;2;1;5515;
05/11/2023, 14:03:44;4758493;512;Tiara Crs Tiara ;F;1;2;3755;
05/11/2023, 14:03:44;4094868;958;Tribute Force Tiara Crs ;K;22;2;7684;
05/11/2023, 14:03:44;4268020;897;Crs Crs ;A;10;3;5331;
05/11/2023, 14:03:44;4061663;897;Lft Rght Crs ;F;4;0;8205;
05/11/2023, 14:03:44;4644196;436;Crs Tribute ;B;15;2;8821;
05/11/2023, 14:03:44;4592645;845;Rght Tribute Rght ;F;18;0;9231;
05/11/2023, 14:03:44;4201973;580;Pendant Pendant Lft Crs ;K;13;2;8390;
05/11/2023, 14:03:44;4061663;852;Lft Rght Crs ;J;6;1;9381;
05/11/2023, 14:03:44;4350045;852;Tiara Tiara Force Pendant ;B;2;3;4002;
05/11/2023, 14:03:44;4122383;958;Tiara Lft ;A;6;0;7873;
05/11/2023, 14:03:44;4106526;987;Tiara Crs Crs ;K;13;3;7441;
05/11/2023, 14:03:44;4899931;987;Lft Lft Rght ;K;11;2;1912;
05/11/2023, 14:03:44;4649013;845;Tribute Rght Crs Rght ;G;9;0;4477;
05/11/2023, 14:03:44;4431450;658;Pendant Tribute ;K;9;2;3378;
05/11/2023, 14:03:44;4277243;658;Tiara Pendant Tribute Tiara ;E;4;3;5614;
05/11/2023, 14:03:44;4060346;845;Force Pendant Tiara Rght ;G;12;0;9946;
05/11/2023, 14:03:44;4408599;852;Lft Lft Force ;A;13;3;62;
05/11/2023, 14:03:44;4992639;436;Crs Tribute ;A;22;2;9173;
05/11/2023, 14:03:44;4972319;312;Lft Tiara ;F;18;1;2526;
05/11/2023, 14:03:44;4330653;987;Force Tribute Rght ;E;11;3;7743;
05/11/2023, 14:03:44;4113099;852;Force Tribute ;E;9;1;5306;
05/11/2023, 14:03:44;4520322;852;Crs Rght Tribute Tiara ;E;24;2;6276;
05/11/2023, 14:03:44;4286440;897;Force Rght Rght ;J;20;3;3510;
05/11/2023, 14:03:44;4330653;582;Force Tribute Rght ;A;20;3;9931;
05/11/2023, 14:03:44;4113099;845;Force Tribute ;J;5;3;4586;
05/11/2023, 14:03:44;4295590;852;Tiara Force ;A;14;0;9707;
05/11/2023, 14:03:44;4769575;580;Tribute Rght Pendant ;H;20;1;4060;
05/11/2023, 14:03:44;4592645;436;Rght Tribute Rght ;J;9;0;1650;
05/11/2023, 14:03:44;4122383;542;Tiara Lft ;F;17;2;679;
05/11/2023, 14:03:44;4616652;512;Rght Force ;A;12;1;9652;
05/11/2023, 14:03:44;4738043;897;Lft Tiara Pendant ;G;2;0;3078;
05/11/2023, 14:03:44;4613804;312;Tiara Tiara Tiara Rght ;A;1;1;7011;
05/11/2023, 14:03:44;4841550;658;Tribute Rght ;D;5;0;1204;
05/11/2023, 14:03:44;4403539;845;Lft Pendant Tribute Force ;E;16;3;3291;
05/11/2023, 14:03:44;4246206;582;Force Rght ;B;20;3;8654;
05/11/2023, 14:03:44;4801506;542;Pendant Lft Tribute Crs ;B;2;3;766;
05/11/2023, 14:03:44;4779349;256;Tribute Tribute Tiara ;C;20;1;8926;
05/11/2023, 14:03:44;4520322;582;Crs Rght Tribute Tiara ;G;11;3;5974;
05/11/2023, 14:03:44;4302502;512;Force Pendant Lft Force ;K;16;0;8942;
05/11/2023, 14:03:44;4613804;897;Tiara Tiara Tiara Rght ;C;20;0;9610;
05/11/2023, 14:03:44;4312117;852;Tiara Crs ;J;15;0;1615;
05/11/2023, 14:03:44;4896456;958;Rght Crs ;G;3;2;5605;
05/11/2023, 14:03:44;4649013;436;Tribute Rght Crs Rght ;I;22;1;3578;
05/11/2023, 14:03:44;4246206;312;Force Rght ;I;17;0;4646;
05/11/2023, 14:03:44;4307343;658;Rght Force ;C;15;2;9581;
05/11/2023, 14:03:44;4403539;852;Lft Pendant Tribute Force ;A;2;3;6297;
05/11/2023, 14:03:44;4608677;658;Rght Tribute Lft Crs ;K;6;0;7138;
05/11/2023, 14:03:44;4816695;256;Pendant Pendant Tribute Pendant ;G;18;3;9224;
05/11/2023, 14:03:44;4738043;256;Lft Tiara Pendant ;D;25;1;2536;
05/11/2023, 14:03:44;4992879;312;Rght Force Pendant ;A;18;0;8895;
05/11/2023, 14:03:44;4321795;658;Tribute Tribute Tribute Tribute ;B;20;0;9435;
05/11/2023, 14:03:44;4928109;845;Force Lft ;G;24;0;5614;
05/11/2023, 14:03:44;4766980;512;Pendant Tribute ;H;11;3;1518;
05/11/2023, 14:03:44;4899931;512;Lft Lft Rght ;B;25;2;1446;
05/11/2023, 14:03:44;4286440;845;Force Rght Rght ;H;12;0;5377;
05/11/2023, 14:03:44;4201973;512;Pendant Pendant Lft Crs ;D;17;1;7368;
05/11/2023, 14:03:44;4243183;512;Rght Lft Crs ;A;1;0;3364;
05/11/2023, 14:03:44;4524748;852;Pendant Rght Lft ;H;1;1;8754;
05/11/2023, 14:03:44;4277243;958;Tiara Pendant Tribute Tiara ;I;22;2;2177;
05/11/2023, 14:03:44;4243183;658;Rght Lft Crs ;G;18;1;567;
05/11/2023, 14:03:44;4651191;852;Force Tribute ;K;16;1;4859;
05/11/2023, 14:03:44;4370992;580;Tiara Tribute Crs Rght ;I;6;1;7599;
05/11/2023, 14:03:44;4473656;658;Pendant Tiara Lft ;G;19;0;4161;
05/11/2023, 14:03:44;4896456;436;Rght Crs ;A;11;1;4785;
05/11/2023, 14:03:44;4294880;852;Rght Tiara ;D;12;3;5314;
05/11/2023, 14:03:44;4431450;845;Pendant Tribute ;F;4;2;7523;
05/11/2023, 14:03:44;4467440;897;Pendant Force ;A;12;1;4768;
05/11/2023, 14:03:44;4651191;312;Force Tribute ;C;22;2;9840;
05/11/2023, 14:03:44;4738043;658;Lft Tiara Pendant ;H;6;2;5965;
05/11/2023, 14:03:44;4572926;512;Crs Force Tiara ;E;16;1;6644;
05/11/2023, 14:03:44;4428568;512;Crs Crs ;I;24;2;5824;
05/11/2023, 14:03:44;4516424;845;Force Tribute ;E;11;1;181;
05/11/2023, 14:03:44;4743470;987;Rght Tiara ;F;1;1;8632;
05/11/2023, 14:03:44;4611739;256;Lft Pendant Pendant ;C;2;1;1112;
05/11/2023, 14:03:44;4592645;256;Rght Tribute Rght ;G;15;1;6548;
05/11/2023, 14:03:44;4700222;542;Force Force Lft ;I;12;3;1469;
05/11/2023, 14:03:44;4572926;658;Crs Force Tiara ;K;22;2;2463;
05/11/2023, 14:03:44;4042276;987;Lft Tribute Force Lft ;J;6;0;6154;
05/11/2023, 14:03:44;4113099;512;Force Tribute ;F;18;1;5530;
05/11/2023, 14:03:44;4769575;958;Tribute Rght Pendant ;H;5;1;1911;
05/11/2023, 14:03:44;4946663;852;Tiara Tiara Crs ;H;6;3;5018;
05/11/2023, 14:03:44;4738043;542;Lft Tiara Pendant ;J;23;2;6799;
05/11/2023, 14:03:44;4256796;845;Rght Tiara ;J;19;0;2490;
05/11/2023, 14:03:44;4094868;658;Tribute Force Tiara Crs ;H;11;0;48;
05/11/2023, 14:03:44;4766980;580;Pendant Tribute ;H;8;0;5217;
05/11/2023, 14:03:44;4913362;436;Tribute Rght ;A;8;2;2319;
05/11/2023, 14:03:44;4602332;436;Lft Pendant Lft ;E;22;2;8942;
05/11/2023, 14:03:44;4992639;958;Crs Tribute ;G;8;1;1648;
05/11/2023, 14:03:44;4901655;256;Tribute Tribute ;H;21;2;4027;
05/11/2023, 14:03:44;4923670;658;Pendant Tribute Rght ;D;11;1;2377;
05/11/2023, 14:03:44;4307343;312;Rght Force ;J;24;0;2962;
05/11/2023, 14:03:44;4042276;436;Lft Tribute Force Lft ;C;8;0;6126;
05/11/2023, 14:03:44;4135567;256;Tiara Pendant ;A;9;2;3354;
05/11/2023, 14:03:44;4795483;312;Tiara Crs Rght ;C;8;3;9137;
05/11/2023, 14:03:44;4769575;580;Tribute Rght Pendant ;B;9;3;8152;
05/11/2023, 14:03:44;4246206;542;Force Rght ;J;23;1;6049;
05/11/2023, 14:03:44;4266016;958;Force Rght ;J;17;3;3700;
05/11/2023, 14:03:44;4117271;897;Pendant Force Crs Force ;A;25;3;6513;
05/11/2023, 14:03:44;4520322;852;Crs Rght Tribute Tiara ;B;2;2;7524;
05/11/2023, 14:03:44;4842737;987;Pendant Lft ;B;21;3;9148;
05/11/2023, 14:03:44;4597702;512;Crs Lft Tiara ;A;21;1;5282;
05/11/2023, 14:03:44;4613804;852;Tiara Tiara Tiara Rght ;H;11;3;2932;
05/11/2023, 14:03:44;4522735;987;Force Lft ;D;2;1;3682;
05/11/2023, 14:03:44;4505297;897;Tribute Tiara Lft Tribute ;J;15;0;5237;
05/11/2023, 14:03:44;4914139;312;Tribute Lft Lft Tribute ;F;22;2;5132;
05/11/2023, 14:03:44;4939577;312;Lft Tiara Force ;K;20;2;4676;
05/11/2023, 14:03:44;4526427;852;Rght Rght ;K;20;3;1783;
05/11/2023, 14:03:44;4192904;436;Lft Tiara ;I;14;0;3666;
05/11/2023, 14:03:44;4255903;658;Tiara Lft Crs ;B;22;2;6517;
05/11/2023, 14:03:44;4815981;987;Tiara Pendant Tiara Force ;F;7;3;5205;
05/11/2023, 14:03:44;4816695;256;Pendant Pendant Tribute Pendant ;H;12;0;2177;
05/11/2023, 14:03:44;4092233;897;Lft Pendant Tribute Force ;G;13;2;9140;
05/11/2023, 14:03:44;4112363;897;Tribute Crs Force ;B;21;1;603;
05/11/2023, 14:03:44;4725133;512;Lft Crs ;H;3;0;3693;
05/11/2023, 14:03:44;4772064;987;Crs Rght ;G;7;3;8661;
05/11/2023, 14:03:44;4523331;658;Tribute Rght Force Crs ;H;23;0;5188;
05/11/2023, 14:03:44;4061663;580;Lft Rght Crs ;I;25;0;7228;
05/11/2023, 14:03:44;4748462;987;Pendant Pendant Tiara Lft ;H;9;1;9000;
05/11/2023, 14:03:44;4444484;658;Tiara Lft ;F;18;2;1068;
05/11/2023, 14:03:44;4295590;852;Tiara Force ;G;17;2;4141;
05/11/2023, 14:03:44;4644196;987;Crs Tribute ;C;17;3;6504;
05/11/2023, 14:03:44;4896456;852;Rght Crs ;E;3;1;2954;
05/11/2023, 14:03:44;4748462;436;Pendant Pendant Tiara Lft ;H;19;3;119;
05/11/2023, 14:03:44;4934612;580;Rght Force ;B;6;0;6882;
05/11/2023, 14:03:44;4246206;845;Force Rght ;D;4;2;7964;
05/11/2023, 14:03:44;4209421;256;Force Tiara Crs Tribute ;F;14;3;5759;
05/11/2023, 14:03:44;4042276;256;Lft Tribute Force Lft ;D;19;2;3427;
05/11/2023, 14:03:44;4793521;658;Crs Tribute ;G;24;3;3310;
05/11/2023, 14:03:44;4608677;852;Rght Tribute Lft Crs ;C;18;1;7946;
05/11/2023, 14:03:44;4092233;987;Lft Pendant Tribute Force ;I;10;3;644;
05/11/2023, 14:03:44;4915031;312;Lft Force Tribute Crs ;G;7;1;1800;
05/11/2023, 14:03:44;4972319;512;Lft Tiara ;K;22;3;8492;
05/11/2023, 14:03:44;4266016;897;Force Rght ;I;10;0;7282;
05/11/2023, 14:03:44;4753693;512;Tiara Force Force Pendant ;D;3;1;9181;
05/11/2023, 14:03:44;4608677;542;Rght Tribute Lft Crs ;G;3;1;5600;
05/11/2023, 14:03:44;4516424;958;Force Tribute ;J;3;3;5436;
05/11/2023, 14:03:44;4815981;256;Tiara Pendant Tiara Force ;B;15;3;2658;
05/11/2023, 14:03:44;4511932;958;Tribute Tribute Force Crs ;J;5;0;4113;
05/11/2023, 14:03:44;4470862;852;Crs Lft Rght ;C;20;2;9583;
05/11/2023, 14:03:44;4122383;580;Tiara Lft ;E;19;3;8348;
05/11/2023, 14:03:44;4227455;512;Rght Lft Pendant ;K;5;0;1051;
05/11/2023, 14:03:44;4632150;852;Crs Crs ;J;11;0;5145;
05/11/2023, 14:03:44;4742309;580;Lft Crs Rght ;E;6;0;1613;
05/11/2023, 14:03:44;4738271;542;Force Force ;G;13;1;9115;
05/11/2023, 14:03:44;4277243;436;Tiara Pendant Tribute Tiara ;F;22;1;464;
05/11/2023, 14:03:44;4616652;958;Rght Force ;J;9;0;2130;
05/11/2023, 14:03:44;4899931;987;Lft Lft Rght ;H;6;3;2343;
05/11/2023, 14:03:44;4485644;580;Crs Rght ;J;14;0;614;
05/11/2023, 14:03:44;4632150;958;Crs Crs ;A;16;1;4251;
05/11/2023, 14:03:44;4613804;256;Tiara Tiara Tiara Rght ;B;2;2;7636;
05/11/2023, 14:03:44;4779349;658;Tribute Tribute Tiara ;E;25;1;6092;
05/11/2023, 14:03:44;4201973;512;Pendant Pendant Lft Crs ;G;3;2;3877;
05/11/2023, 14:03:44;4841550;897;Tribute Rght ;H;13;3;2913;
05/11/2023, 14:03:44;4852295;987;Rght Crs Rght Pendant ;A;9;2;2177;
05/11/2023, 14:03:44;4340764;897;Tribute Rght ;I;15;2;8045;
05/11/2023, 14:03:44;4247697;580;Crs Force Lft ;F;22;3;8260;
05/11/2023, 14:03:44;4758493;312;Tiara Crs Tiara ;D;19;0;5942;
05/11/2023, 14:03:44;4871938;542;Tiara Crs ;J;8;2;6404;
05/11/2023, 14:03:44;4791249;256;Force Pendant Crs Tribute ;B;10;2;3800;
05/11/2023, 14:03:44;4825387;580;Tribute Lft ;D;21;0;9154;
05/11/2023, 14:03:44;4268020;897;Crs Crs ;H;11;3;6793;
05/11/2023, 14:03:44;4946412;436;Force Tribute Lft Tribute ;H;12;1;7034;
05/11/2023, 14:03:44;4123466;958;Lft Pendant Pendant Tribute ;E;16;0;8167;
05/11/2023, 14:03:44;4917024;897;Tribute Rght Force ;C;3;3;8521;
05/11/2023, 14:03:44;4946663;436;Tiara Tiara Crs ;H;6;1;9436;
05/11/2023, 14:03:44;4801506;845;Pendant Lft Tribute Crs ;K;10;2;5548;
05/11/2023, 14:03:44;4732277;987;Pendant Tiara ;H;7;1;7516;
05/11/2023, 14:03:44;4602332;958;Lft Pendant Lft ;B;9;2;5512;
05/11/2023, 14:03:44;4917024;436;Tribute Rght Force ;D;8;0;6943;
05/11/2023, 14:03:44;4201973;512;Pendant Pendant Lft Crs ;J;16;2;5170;
05/11/2023, 14:03:44;4505297;897;Tribute Tiara Lft Tribute ;G;7;2;1138;
05/11/2023, 14:03:44;4532522;580;Lft Rght ;D;5;3;912;
05/11/2023, 14:03:44;4725133;512;Lft Crs ;G;9;3;5639;
05/11/2023, 14:03:44;4814408;658;Force Tiara ;B;22;0;456;
05/11/2023, 14:03:44;4779349;852;Tribute Tribute Tiara ;B;2;2;7346;
05/11/2023, 14:03:44;4516424;987;Force Tribute ;D;6;0;8935;
05/11/2023, 14:03:44;4520322;852;Crs Rght Tribute Tiara ;J;15;1;3448;
05/11/2023, 14:03:44;4350045;658;Tiara Tiara Force Pendant ;A;13;3;7949;
05/11/2023, 14:03:44;4666655;580;Lft Crs Tribute Tribute ;K;16;1;7964;
05/11/2023, 14:03:44;4122383;958;Tiara Lft ;H;10;3;8947;
05/11/2023, 14:03:44;4946412;845;Force Tribute Lft Tribute ;D;16;1;5179;
05/11/2023, 14:03:44;4061663;512;Lft Rght Crs ;G;25;3;218;
05/11/2023, 14:03:44;4112363;852;Tribute Crs Force ;E;7;1;4817;
