data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4286440;436;Force Rght Rght ;I;14;3;5521;
05/11/2023, 14:03:44;4516424;436;Force Tribute ;K;21;3;1896;
05/11/2023, 14:03:44;4092233;658;Lft Pendant Tribute Force ;E;16;0;2827;
05/11/2023, 14:03:44;4972319;582;Lft Tiara ;K;24;3;934;
05/11/2023, 14:03:44;4946412;852;Force Tribute Lft Tribute ;J;20;0;2697;
05/11/2023, 14:03:44;4939577;897;Lft Tiara Force ;E;9;2;8379;
05/11/2023, 14:03:44;4602332;897;Lft Pendant Lft ;D;25;2;4588;
05/11/2023, 14:03:44;4766980;958;Pendant Tribute ;D;5;0;6028;
05/11/2023, 14:03:44;4548851;897;Rght Crs Lft Tiara ;G;23;2;1309;
05/11/2023, 14:03:44;4370992;512;Tiara Tribute Crs Rght ;A;12;2;8977;
05/11/2023, 14:03:44;4791249;542;Force Pendant Crs Tribute ;B;7;2;3452;
05/11/2023, 14:03:44;4201973;658;Pendant Pendant Lft Crs ;I;3;2;1095;
05/11/2023, 14:03:44;4266016;958;Force Rght ;J;6;3;7461;
05/11/2023, 14:03:44;4842737;852;Pendant Lft ;B;2;3;6737;
05/11/2023, 14:03:44;4901655;580;Tribute Tribute ;F;10;2;8629;
05/11/2023, 14:03:44;4801506;845;Pendant Lft Tribute Crs ;C;14;2;2727;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;A;7;0;6250;
05/11/2023, 14:03:44;4815981;958;Tiara Pendant Tiara Force ;B;4;2;1317;
05/11/2023, 14:03:44;4673465;256;Force Tiara Tribute ;H;25;0;5457;
05/11/2023, 14:03:44;4112363;312;Tribute Crs Force ;C;13;1;2914;
05/11/2023, 14:03:44;4469732;542;Crs Tribute ;A;14;2;4065;
05/11/2023, 14:03:44;4976485;580;Force Tiara ;C;24;2;5192;
05/11/2023, 14:03:44;4743470;436;Rght Tiara ;B;9;1;6364;
05/11/2023, 14:03:44;4899931;256;Lft Lft Rght ;A;9;3;4677;
05/11/2023, 14:03:44;4994923;312;Tiara Crs ;I;15;0;1078;
05/11/2023, 14:03:44;4255903;897;Tiara Lft Crs ;G;3;1;5737;
05/11/2023, 14:03:44;4448133;582;Lft Tribute Crs Crs ;A;11;1;9244;
05/11/2023, 14:03:44;4485644;542;Crs Rght ;D;4;0;1173;
05/11/2023, 14:03:44;4906814;582;Force Rght ;H;10;3;8146;
05/11/2023, 14:03:44;4895098;436;Tribute Tribute Rght ;C;21;1;7063;
05/11/2023, 14:03:44;4277243;852;Tiara Pendant Tribute Tiara ;J;3;1;208;
05/11/2023, 14:03:44;4061663;436;Lft Rght Crs ;G;16;1;2302;
05/11/2023, 14:03:44;4408599;958;Lft Lft Force ;I;11;1;9115;
05/11/2023, 14:03:44;4046718;542;Rght Force Tribute Force ;B;13;0;5198;
05/11/2023, 14:03:44;4094868;312;Tribute Force Tiara Crs ;B;8;1;6879;
05/11/2023, 14:03:44;4204264;436;Tiara Lft Tribute ;E;20;1;4028;
05/11/2023, 14:03:44;4649013;845;Tribute Rght Crs Rght ;D;7;3;5795;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;D;19;1;8853;
05/11/2023, 14:03:44;4791249;852;Force Pendant Crs Tribute ;B;20;1;8254;
05/11/2023, 14:03:44;4092233;542;Lft Pendant Tribute Force ;I;9;3;1951;
05/11/2023, 14:03:44;4532522;582;Lft Rght ;K;23;0;1861;
05/11/2023, 14:03:44;4401816;542;Lft Pendant Pendant Pendant ;K;20;1;9904;
05/11/2023, 14:03:44;4122383;312;Tiara Lft ;I;19;1;1080;
05/11/2023, 14:03:44;4946663;580;Tiara Tiara Crs ;A;18;0;7625;
05/11/2023, 14:03:44;4300302;658;Tiara Tiara Tiara Force ;H;22;0;449;
05/11/2023, 14:03:44;4010172;312;Tribute Tribute Crs Lft ;J;17;1;8468;
05/11/2023, 14:03:44;4104720;897;Tiara Lft Lft ;H;23;3;6339;
05/11/2023, 14:03:44;4505297;582;Tribute Tiara Lft Tribute ;A;11;1;9370;
05/11/2023, 14:03:44;4793521;542;Crs Tribute ;B;17;2;2682;
05/11/2023, 14:03:44;4886949;436;Rght Lft ;H;7;3;746;
05/11/2023, 14:03:44;4104720;582;Tiara Lft Lft ;K;4;0;4194;
05/11/2023, 14:03:44;4605149;256;Lft Tiara ;J;8;1;8348;
05/11/2023, 14:03:44;4112363;852;Tribute Crs Force ;J;25;2;1654;
05/11/2023, 14:03:44;4209524;580;Tiara Crs ;H;8;0;5878;
05/11/2023, 14:03:44;4277243;958;Tiara Pendant Tribute Tiara ;F;12;0;1774;
05/11/2023, 14:03:44;4896456;897;Rght Crs ;C;2;2;5918;
05/11/2023, 14:03:44;4976485;582;Force Tiara ;I;5;2;1211;
05/11/2023, 14:03:44;4204264;852;Tiara Lft Tribute ;A;24;0;9131;
05/11/2023, 14:03:44;4412611;958;Pendant Tiara ;G;12;2;7828;
05/11/2023, 14:03:44;4535724;436;Crs Crs Tribute ;A;10;0;3657;
05/11/2023, 14:03:44;4505297;312;Tribute Tiara Lft Tribute ;E;1;3;512;
05/11/2023, 14:03:44;4913362;852;Tribute Rght ;A;24;0;6818;
05/11/2023, 14:03:44;4036586;582;Rght Pendant Force ;K;5;1;4597;
05/11/2023, 14:03:44;4401816;852;Lft Pendant Pendant Pendant ;G;10;2;5645;
05/11/2023, 14:03:44;4795803;312;Tribute Force Crs ;F;4;3;4277;
05/11/2023, 14:03:44;4302502;987;Force Pendant Lft Force ;C;10;3;2687;
05/11/2023, 14:03:44;4874281;852;Force Tribute Tiara Lft ;G;11;0;8013;
05/11/2023, 14:03:44;4043788;845;Crs Lft Rght Crs ;E;18;2;96;
05/11/2023, 14:03:44;4247697;845;Crs Force Lft ;G;7;1;4215;
05/11/2023, 14:03:44;4976485;256;Force Tiara ;A;12;0;3581;
05/11/2023, 14:03:44;4541475;897;Tiara Lft ;I;11;1;5493;
05/11/2023, 14:03:44;4939577;658;Lft Tiara Force ;F;20;0;3299;
05/11/2023, 14:03:44;4611739;987;Lft Pendant Pendant ;B;7;3;5282;
05/11/2023, 14:03:44;4403539;512;Lft Pendant Tribute Force ;E;25;2;7435;
05/11/2023, 14:03:44;4060346;658;Force Pendant Tiara Rght ;G;7;2;3883;
05/11/2023, 14:03:44;4871938;582;Tiara Crs ;J;15;2;6680;
05/11/2023, 14:03:44;4548851;852;Rght Crs Lft Tiara ;H;7;1;9128;
05/11/2023, 14:03:44;4467440;512;Pendant Force ;H;2;1;5993;
05/11/2023, 14:03:44;4899931;582;Lft Lft Rght ;D;11;2;7665;
05/11/2023, 14:03:44;4901655;512;Tribute Tribute ;D;12;3;2203;
05/11/2023, 14:03:44;4412611;256;Pendant Tiara ;K;10;1;3876;
05/11/2023, 14:03:44;4548851;312;Rght Crs Lft Tiara ;I;13;2;6788;
05/11/2023, 14:03:44;4357738;958;Tiara Lft Rght ;A;3;1;1084;
05/11/2023, 14:03:44;4913362;987;Tribute Rght ;K;3;2;5229;
05/11/2023, 14:03:44;4988185;256;Pendant Tiara Crs ;I;14;3;2487;
05/11/2023, 14:03:44;4519830;958;Tribute Force Tribute Tribute ;F;25;1;917;
05/11/2023, 14:03:44;4340764;512;Tribute Rght ;K;13;1;7101;
05/11/2023, 14:03:44;4779349;512;Tribute Tribute Tiara ;B;25;1;4185;
05/11/2023, 14:03:44;4010172;312;Tribute Tribute Crs Lft ;B;4;0;8054;
05/11/2023, 14:03:44;4057166;436;Rght Rght ;F;17;2;2497;
05/11/2023, 14:03:44;4572926;256;Crs Force Tiara ;B;5;0;7223;
05/11/2023, 14:03:44;4992639;312;Crs Tribute ;A;8;2;6025;
05/11/2023, 14:03:44;4611739;512;Lft Pendant Pendant ;K;3;0;4827;
05/11/2023, 14:03:44;4519830;542;Tribute Force Tribute Tribute ;K;11;0;5835;
05/11/2023, 14:03:44;4895098;436;Tribute Tribute Rght ;I;24;3;8469;
05/11/2023, 14:03:44;4766980;512;Pendant Tribute ;F;23;0;4096;
05/11/2023, 14:03:44;4928109;256;Force Lft ;G;21;0;4897;
05/11/2023, 14:03:44;4019599;436;Tribute Tiara ;A;14;1;5508;
05/11/2023, 14:03:44;4057166;987;Rght Rght ;E;19;1;428;
05/11/2023, 14:03:44;4431450;897;Pendant Tribute ;K;17;1;8655;
05/11/2023, 14:03:44;4742309;312;Lft Crs Rght ;E;18;1;1769;
05/11/2023, 14:03:44;4415412;845;Crs Lft Pendant ;G;11;1;5656;
05/11/2023, 14:03:44;4742309;580;Lft Crs Rght ;B;21;1;2416;
05/11/2023, 14:03:44;4801506;436;Pendant Lft Tribute Crs ;C;12;1;2678;
05/11/2023, 14:03:44;4946663;542;Tiara Tiara Crs ;B;8;0;9705;
05/11/2023, 14:03:44;4825387;897;Tribute Lft ;D;18;2;1094;
05/11/2023, 14:03:44;4871938;256;Tiara Crs ;J;21;0;3350;
05/11/2023, 14:03:44;4526427;436;Rght Rght ;A;4;1;8206;
05/11/2023, 14:03:44;4256796;845;Rght Tiara ;E;20;1;7425;
05/11/2023, 14:03:44;4295590;312;Tiara Force ;B;2;3;214;
05/11/2023, 14:03:44;4826476;852;Lft Rght Crs ;J;15;2;8509;
05/11/2023, 14:03:44;4994923;436;Tiara Crs ;J;23;2;1436;
05/11/2023, 14:03:44;4325251;845;Rght Pendant Pendant ;K;9;0;9601;
05/11/2023, 14:03:44;4796458;852;Rght Pendant Tribute Force ;H;6;1;7800;
05/11/2023, 14:03:44;4976485;845;Force Tiara ;J;4;2;6571;
05/11/2023, 14:03:44;4743470;658;Rght Tiara ;I;22;1;1901;
05/11/2023, 14:03:44;4946412;852;Force Tribute Lft Tribute ;D;1;2;554;
05/11/2023, 14:03:44;4895098;512;Tribute Tribute Rght ;A;18;3;9052;
05/11/2023, 14:03:44;4988185;436;Pendant Tiara Crs ;B;12;2;3607;
05/11/2023, 14:03:44;4061663;580;Lft Rght Crs ;E;17;3;7536;
05/11/2023, 14:03:44;4247697;897;Crs Force Lft ;C;21;1;6283;
05/11/2023, 14:03:44;4992879;542;Rght Force Pendant ;K;3;3;9428;
05/11/2023, 14:03:44;4753693;987;Tiara Force Force Pendant ;H;20;0;2001;
05/11/2023, 14:03:44;4928109;436;Force Lft ;I;14;3;2423;
05/11/2023, 14:03:44;4791249;512;Force Pendant Crs Tribute ;A;12;1;9458;
05/11/2023, 14:03:44;4010172;580;Tribute Tribute Crs Lft ;H;4;3;7541;
05/11/2023, 14:03:44;4613804;542;Tiara Tiara Tiara Rght ;I;17;0;8468;
05/11/2023, 14:03:44;4917024;845;Tribute Rght Force ;K;23;0;7939;
05/11/2023, 14:03:44;4136004;580;Force Pendant ;A;8;3;877;
05/11/2023, 14:03:44;4469732;958;Crs Tribute ;H;9;1;7002;
05/11/2023, 14:03:44;4444484;987;Tiara Lft ;F;3;2;7863;
05/11/2023, 14:03:44;4541475;580;Tiara Lft ;I;14;2;8859;
05/11/2023, 14:03:44;4994923;256;Tiara Crs ;H;25;3;166;
05/11/2023, 14:03:44;4094868;580;Tribute Force Tiara Crs ;D;1;0;7867;
05/11/2023, 14:03:44;4045663;582;Crs Lft Pendant ;E;11;1;3293;
05/11/2023, 14:03:44;4666655;852;Lft Crs Tribute Tribute ;A;19;1;9828;
05/11/2023, 14:03:44;4192904;958;Lft Tiara ;K;11;0;7841;
05/11/2023, 14:03:44;4104720;658;Tiara Lft Lft ;A;15;0;6330;
05/11/2023, 14:03:44;4470862;897;Crs Lft Rght ;I;16;1;2945;
05/11/2023, 14:03:44;4946663;312;Tiara Tiara Crs ;J;18;0;4669;
05/11/2023, 14:03:44;4572926;958;Crs Force Tiara ;A;10;3;4038;
05/11/2023, 14:03:44;4665129;436;Lft Force Tiara Tiara ;G;9;3;1215;
05/11/2023, 14:03:44;4431450;845;Pendant Tribute ;J;21;2;9587;
05/11/2023, 14:03:44;4769575;852;Tribute Rght Pendant ;J;14;3;5433;
05/11/2023, 14:03:44;4519830;987;Tribute Force Tribute Tribute ;I;22;3;1148;
05/11/2023, 14:03:44;4122383;658;Tiara Lft ;H;1;1;6001;
05/11/2023, 14:03:44;4523500;256;Tribute Force ;D;11;3;5197;
05/11/2023, 14:03:44;4112363;658;Tribute Crs Force ;G;14;0;9866;
05/11/2023, 14:03:44;4428568;897;Crs Crs ;C;18;3;8846;
05/11/2023, 14:03:44;4256796;256;Rght Tiara ;F;10;0;9100;
05/11/2023, 14:03:44;4136004;256;Force Pendant ;F;19;2;9006;
05/11/2023, 14:03:44;4574105;987;Lft Crs ;J;10;0;2671;
05/11/2023, 14:03:44;4104720;897;Tiara Lft Lft ;G;2;0;5961;
05/11/2023, 14:03:44;4644196;845;Crs Tribute ;A;9;3;5403;
05/11/2023, 14:03:44;4256796;436;Rght Tiara ;A;14;0;8463;
05/11/2023, 14:03:44;4759728;580;Tiara Tiara ;J;25;3;4911;
05/11/2023, 14:03:44;4511932;897;Tribute Tribute Force Crs ;D;17;0;4104;
05/11/2023, 14:03:44;4972319;845;Lft Tiara ;D;8;1;3878;
05/11/2023, 14:03:44;4743470;512;Rght Tiara ;I;11;2;1855;
05/11/2023, 14:03:44;4082767;542;Rght Tribute ;G;24;2;3668;
05/11/2023, 14:03:44;4511932;658;Tribute Tribute Force Crs ;G;21;0;1641;
05/11/2023, 14:03:44;4197081;852;Force Force Tribute Rght ;A;11;0;8818;
05/11/2023, 14:03:44;4524748;897;Pendant Rght Lft ;C;10;0;4939;
05/11/2023, 14:03:44;4795483;436;Tiara Crs Rght ;J;7;3;7968;
05/11/2023, 14:03:44;4250643;897;Tribute Crs Tribute ;K;11;1;5261;
05/11/2023, 14:03:44;4122383;897;Tiara Lft ;A;12;3;8777;
05/11/2023, 14:03:44;4046718;582;Rght Force Tribute Force ;K;22;1;2421;
05/11/2023, 14:03:44;4307343;845;Rght Force ;E;3;3;8983;
05/11/2023, 14:03:44;4796458;436;Rght Pendant Tribute Force ;B;9;0;96;
05/11/2023, 14:03:44;4913362;845;Tribute Rght ;H;13;1;8369;
05/11/2023, 14:03:44;4511932;658;Tribute Tribute Force Crs ;J;16;0;1468;
05/11/2023, 14:03:44;4613804;845;Tiara Tiara Tiara Rght ;J;9;1;1958;
05/11/2023, 14:03:44;4649013;958;Tribute Rght Crs Rght ;K;13;3;1289;
05/11/2023, 14:03:44;4321795;658;Tribute Tribute Tribute Tribute ;F;24;3;7678;
05/11/2023, 14:03:44;4357738;897;Tiara Lft Rght ;I;1;2;6362;
05/11/2023, 14:03:44;4467440;958;Pendant Force ;G;5;2;2476;
05/11/2023, 14:03:44;4467440;852;Pendant Force ;H;14;2;3084;
05/11/2023, 14:03:44;4753693;580;Tiara Force Force Pendant ;J;19;1;9867;
05/11/2023, 14:03:44;4795245;312;Tribute Pendant ;K;19;3;4024;
05/11/2023, 14:03:44;4092233;580;Lft Pendant Tribute Force ;F;17;0;5869;
05/11/2023, 14:03:44;4899931;582;Lft Lft Rght ;E;20;2;7826;
05/11/2023, 14:03:44;4428568;580;Crs Crs ;A;2;0;944;
05/11/2023, 14:03:44;4605149;512;Lft Tiara ;F;3;0;7590;
05/11/2023, 14:03:44;4914139;436;Tribute Lft Lft Tribute ;H;6;0;2586;
05/11/2023, 14:03:44;4053534;845;Rght Tiara ;H;25;3;8163;
05/11/2023, 14:03:44;4505297;580;Tribute Tiara Lft Tribute ;I;3;3;583;
05/11/2023, 14:03:44;4019599;580;Tribute Tiara ;B;25;1;1928;
05/11/2023, 14:03:44;4946663;852;Tiara Tiara Crs ;A;10;1;7520;
05/11/2023, 14:03:44;4649013;512;Tribute Rght Crs Rght ;D;4;2;4353;
05/11/2023, 14:03:44;4738271;256;Force Force ;E;18;1;954;
05/11/2023, 14:03:44;4793521;987;Crs Tribute ;I;14;0;7383;
05/11/2023, 14:03:44;4122383;897;Tiara Lft ;F;23;1;9037;
05/11/2023, 14:03:44;4142171;512;Lft Tribute Lft Lft ;E;15;1;1999;
05/11/2023, 14:03:44;4651191;312;Force Tribute ;A;17;0;2309;
05/11/2023, 14:03:44;4135567;512;Tiara Pendant ;F;18;0;34;
05/11/2023, 14:03:44;4112405;436;Force Rght ;H;24;1;3782;
05/11/2023, 14:03:44;4795483;987;Tiara Crs Rght ;C;18;2;2511;
05/11/2023, 14:03:44;4300302;658;Tiara Tiara Tiara Force ;I;19;1;6278;
05/11/2023, 14:03:44;4988185;852;Pendant Tiara Crs ;J;17;1;7547;
05/11/2023, 14:03:44;4841550;256;Tribute Rght ;C;15;0;4311;
05/11/2023, 14:03:44;4972319;256;Lft Tiara ;D;2;3;4914;
05/11/2023, 14:03:44;4123466;987;Lft Pendant Pendant Tribute ;I;14;3;1499;
05/11/2023, 14:03:44;4135567;958;Tiara Pendant ;J;1;3;1573;
05/11/2023, 14:03:44;4209421;897;Force Tiara Crs Tribute ;A;16;3;9968;
05/11/2023, 14:03:44;4469732;512;Crs Tribute ;B;23;3;2080;
05/11/2023, 14:03:44;4408599;542;Lft Lft Force ;E;16;2;3723;
05/11/2023, 14:03:44;4268020;845;Crs Crs ;I;16;1;1180;
05/11/2023, 14:03:44;4010172;987;Tribute Tribute Crs Lft ;K;3;0;7586;
05/11/2023, 14:03:44;4136004;582;Force Pendant ;A;14;2;9811;
05/11/2023, 14:03:44;4184826;897;Tribute Force ;G;8;2;9095;
05/11/2023, 14:03:44;4758493;958;Tiara Crs Tiara ;A;25;1;9943;
05/11/2023, 14:03:44;4548851;658;Rght Crs Lft Tiara ;J;6;3;3277;
05/11/2023, 14:03:44;4748462;582;Pendant Pendant Tiara Lft ;H;25;1;2661;
05/11/2023, 14:03:44;4994923;542;Tiara Crs ;H;15;2;5911;
05/11/2023, 14:03:44;4511932;958;Tribute Tribute Force Crs ;H;1;0;5921;
05/11/2023, 14:03:44;4523331;987;Tribute Rght Force Crs ;H;15;3;132;
05/11/2023, 14:03:44;4122383;312;Tiara Lft ;A;5;1;4719;
05/11/2023, 14:03:44;4094868;897;Tribute Force Tiara Crs ;F;12;1;179;
05/11/2023, 14:03:44;4192904;852;Lft Tiara ;C;8;2;2197;
05/11/2023, 14:03:44;4166618;658;Crs Pendant Lft Pendant ;E;3;1;8292;
05/11/2023, 14:03:44;4988185;256;Pendant Tiara Crs ;G;15;2;6136;
05/11/2023, 14:03:44;4357738;897;Tiara Lft Rght ;C;11;3;5429;
05/11/2023, 14:03:44;4814408;987;Force Tiara ;B;5;2;8689;
05/11/2023, 14:03:44;4286440;312;Force Rght Rght ;G;16;1;3300;
05/11/2023, 14:03:44;4651339;542;Crs Lft Force ;D;14;1;4982;
05/11/2023, 14:03:44;4523331;312;Tribute Rght Force Crs ;I;11;1;6859;
05/11/2023, 14:03:44;4209421;256;Force Tiara Crs Tribute ;D;6;1;8898;
05/11/2023, 14:03:44;4898742;958;Rght Crs ;E;25;3;8118;
05/11/2023, 14:03:44;4061663;845;Lft Rght Crs ;B;6;2;4896;
05/11/2023, 14:03:44;4895098;845;Tribute Tribute Rght ;H;8;2;5634;
05/11/2023, 14:03:44;4795245;958;Tribute Pendant ;C;24;1;8770;
05/11/2023, 14:03:44;4312117;512;Tiara Crs ;B;9;0;5124;
05/11/2023, 14:03:44;4651191;580;Force Tribute ;B;25;0;1421;
05/11/2023, 14:03:44;4901655;897;Tribute Tribute ;D;5;0;4316;
05/11/2023, 14:03:44;4572926;852;Crs Force Tiara ;E;1;1;3225;
05/11/2023, 14:03:44;4117271;512;Pendant Force Crs Force ;A;6;3;5948;
05/11/2023, 14:03:44;4524748;987;Pendant Rght Lft ;A;23;3;4670;
05/11/2023, 14:03:44;4852295;542;Rght Crs Rght Pendant ;H;5;1;2733;
05/11/2023, 14:03:44;4366079;897;Lft Force Lft Force ;H;6;0;1776;
05/11/2023, 14:03:44;4467440;582;Pendant Force ;D;18;3;3038;
05/11/2023, 14:03:44;4312117;542;Tiara Crs ;C;17;0;313;
05/11/2023, 14:03:44;4122383;852;Tiara Lft ;E;17;1;142;
05/11/2023, 14:03:44;4801506;582;Pendant Lft Tribute Crs ;F;1;1;9208;
05/11/2023, 14:03:44;4321795;542;Tribute Tribute Tribute Tribute ;F;12;2;9961;
05/11/2023, 14:03:44;4816695;845;Pendant Pendant Tribute Pendant ;F;1;2;2354;
05/11/2023, 14:03:44;4574105;852;Lft Crs ;H;9;3;812;
05/11/2023, 14:03:44;4412611;512;Pendant Tiara ;I;3;2;2186;
05/11/2023, 14:03:44;4874281;852;Force Tribute Tiara Lft ;D;24;2;905;
05/11/2023, 14:03:44;4243183;845;Rght Lft Crs ;A;6;0;9120;
05/11/2023, 14:03:44;4901655;958;Tribute Tribute ;E;6;3;8767;
05/11/2023, 14:03:44;4917024;852;Tribute Rght Force ;E;24;1;5563;
05/11/2023, 14:03:44;4485644;256;Crs Rght ;H;15;2;6463;
05/11/2023, 14:03:44;4467440;658;Pendant Force ;J;13;2;8233;
05/11/2023, 14:03:44;4444484;542;Tiara Lft ;D;15;0;2708;
05/11/2023, 14:03:44;4444484;436;Tiara Lft ;E;14;1;9022;
05/11/2023, 14:03:44;4113099;312;Force Tribute ;H;21;2;5080;
05/11/2023, 14:03:44;4227455;542;Rght Lft Pendant ;B;15;2;8141;
05/11/2023, 14:03:44;4431450;987;Pendant Tribute ;I;18;0;4327;
05/11/2023, 14:03:44;4852295;897;Rght Crs Rght Pendant ;I;14;1;1146;
05/11/2023, 14:03:44;4209524;987;Tiara Crs ;G;22;0;2432;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;I;1;0;1359;
05/11/2023, 14:03:44;4302502;580;Force Pendant Lft Force ;B;3;3;5778;
05/11/2023, 14:03:44;4946663;897;Tiara Tiara Crs ;H;4;3;2143;
05/11/2023, 14:03:44;4895098;256;Tribute Tribute Rght ;F;5;3;3322;
05/11/2023, 14:03:44;4330653;987;Force Tribute Rght ;E;1;3;4440;
05/11/2023, 14:03:44;4651191;256;Force Tribute ;B;19;1;6757;
05/11/2023, 14:03:44;4123466;958;Lft Pendant Pendant Tribute ;E;17;0;6293;
05/11/2023, 14:03:44;4872447;580;Force Lft ;B;14;0;8533;
05/11/2023, 14:03:44;4666655;958;Lft Crs Tribute Tribute ;J;25;1;5445;
05/11/2023, 14:03:44;4613804;845;Tiara Tiara Tiara Rght ;J;17;3;4107;
05/11/2023, 14:03:44;4972861;512;Tiara Force Tiara ;B;19;1;1267;
05/11/2023, 14:03:44;4725133;845;Lft Crs ;A;8;2;9661;
05/11/2023, 14:03:44;4448133;436;Lft Tribute Crs Crs ;B;15;0;1350;
05/11/2023, 14:03:44;4915031;852;Lft Force Tribute Crs ;I;5;2;2408;
05/11/2023, 14:03:44;4917024;542;Tribute Rght Force ;E;14;3;2326;
05/11/2023, 14:03:44;4725133;512;Lft Crs ;B;23;3;3594;
05/11/2023, 14:03:44;4370992;312;Tiara Tribute Crs Rght ;E;18;0;2072;
05/11/2023, 14:03:44;4535724;845;Crs Crs Tribute ;B;4;0;5305;
05/11/2023, 14:03:44;4917024;658;Tribute Rght Force ;H;14;3;8554;
05/11/2023, 14:03:44;4815981;582;Tiara Pendant Tiara Force ;K;8;3;4559;
05/11/2023, 14:03:44;4572926;958;Crs Force Tiara ;I;3;1;1521;
05/11/2023, 14:03:44;4738043;256;Lft Tiara Pendant ;F;7;1;8213;
05/11/2023, 14:03:44;4403539;542;Lft Pendant Tribute Force ;F;8;3;1378;
05/11/2023, 14:03:44;4988185;580;Pendant Tiara Crs ;E;13;0;6560;
05/11/2023, 14:03:44;4976485;958;Force Tiara ;H;21;2;2107;
05/11/2023, 14:03:44;4467440;852;Pendant Force ;J;24;2;9160;
05/11/2023, 14:03:44;4250643;852;Tribute Crs Tribute ;K;3;2;8756;
05/11/2023, 14:03:44;4753693;897;Tiara Force Force Pendant ;J;15;2;8144;
05/11/2023, 14:03:44;4914139;845;Tribute Lft Lft Tribute ;A;18;2;4503;
05/11/2023, 14:03:44;4019599;580;Tribute Tiara ;C;24;2;882;
05/11/2023, 14:03:44;4250643;582;Tribute Crs Tribute ;A;22;2;657;
05/11/2023, 14:03:44;4151861;852;Tribute Rght Tiara ;A;9;0;3019;
05/11/2023, 14:03:44;4042276;256;Lft Tribute Force Lft ;J;21;0;9460;
05/11/2023, 14:03:44;4541475;582;Tiara Lft ;I;25;3;5457;
05/11/2023, 14:03:44;4738043;512;Lft Tiara Pendant ;E;14;2;6911;
05/11/2023, 14:03:44;4209421;436;Force Tiara Crs Tribute ;I;12;0;7253;
05/11/2023, 14:03:44;4250643;542;Tribute Crs Tribute ;B;2;1;748;
05/11/2023, 14:03:44;4403539;852;Lft Pendant Tribute Force ;C;6;1;4116;
05/11/2023, 14:03:44;4266016;987;Force Rght ;J;20;1;4865;
