data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4357738;512;Tiara Lft Rght ;A;9;3;6721;
05/11/2023, 14:03:44;4135567;512;Tiara Pendant ;B;17;0;7956;
05/11/2023, 14:03:44;4753693;958;Tiara Force Force Pendant ;B;21;3;7547;
05/11/2023, 14:03:44;4769575;845;Tribute Rght Pendant ;H;2;1;8085;
05/11/2023, 14:03:44;4197081;658;Force Force Tribute Rght ;F;8;1;3354;
05/11/2023, 14:03:44;4057166;897;Rght Rght ;G;17;3;3111;
05/11/2023, 14:03:44;4939577;845;Lft Tiara Force ;A;8;3;4893;
05/11/2023, 14:03:44;4934612;436;Rght Force ;E;16;2;51;
05/11/2023, 14:03:44;4992639;542;Crs Tribute ;C;15;0;9918;
05/11/2023, 14:03:44;4516424;958;Force Tribute ;I;2;3;201;
05/11/2023, 14:03:44;4901655;256;Tribute Tribute ;I;8;2;4973;
05/11/2023, 14:03:44;4485644;312;Crs Rght ;B;1;1;6358;
05/11/2023, 14:03:44;4898742;582;Rght Crs ;A;21;1;2461;
05/11/2023, 14:03:44;4516424;987;Force Tribute ;A;18;0;439;
05/11/2023, 14:03:44;4988185;897;Pendant Tiara Crs ;K;22;2;1442;
05/11/2023, 14:03:44;4852295;542;Rght Crs Rght Pendant ;B;24;1;4676;
05/11/2023, 14:03:44;4408599;958;Lft Lft Force ;F;11;0;7886;
05/11/2023, 14:03:44;4209524;312;Tiara Crs ;B;11;0;3038;
05/11/2023, 14:03:44;4992879;542;Rght Force Pendant ;D;24;2;6974;
05/11/2023, 14:03:44;4307343;852;Rght Force ;C;10;2;2165;
05/11/2023, 14:03:44;4592645;987;Rght Tribute Rght ;H;11;1;6423;
05/11/2023, 14:03:44;4605149;580;Lft Tiara ;E;6;1;9863;
05/11/2023, 14:03:44;4852295;256;Rght Crs Rght Pendant ;D;13;2;53;
05/11/2023, 14:03:44;4246206;987;Force Rght ;D;7;3;4847;
05/11/2023, 14:03:44;4673465;256;Force Tiara Tribute ;B;13;3;3576;
05/11/2023, 14:03:44;4294880;958;Rght Tiara ;H;10;1;5761;
05/11/2023, 14:03:44;4548851;512;Rght Crs Lft Tiara ;C;13;0;6239;
05/11/2023, 14:03:44;4307343;845;Rght Force ;A;12;1;9631;
05/11/2023, 14:03:44;4519830;582;Tribute Force Tribute Tribute ;F;8;0;979;
05/11/2023, 14:03:44;4640021;312;Tribute Tiara Crs Force ;K;2;1;521;
05/11/2023, 14:03:44;4135567;958;Tiara Pendant ;A;4;2;4072;
05/11/2023, 14:03:44;4286440;512;Force Rght Rght ;C;9;2;1013;
05/11/2023, 14:03:44;4197081;580;Force Force Tribute Rght ;I;5;3;5658;
05/11/2023, 14:03:44;4574105;256;Lft Crs ;B;21;3;9165;
05/11/2023, 14:03:44;4151861;987;Tribute Rght Tiara ;G;12;1;3871;
05/11/2023, 14:03:44;4816695;312;Pendant Pendant Tribute Pendant ;H;16;1;2264;
05/11/2023, 14:03:44;4649013;312;Tribute Rght Crs Rght ;E;4;1;3018;
05/11/2023, 14:03:44;4651339;582;Crs Lft Force ;J;5;0;1480;
05/11/2023, 14:03:44;4053534;897;Rght Tiara ;C;7;2;4232;
05/11/2023, 14:03:44;4204264;512;Tiara Lft Tribute ;F;21;2;4417;
05/11/2023, 14:03:44;4644196;845;Crs Tribute ;F;16;0;2022;
05/11/2023, 14:03:44;4112363;897;Tribute Crs Force ;H;24;1;3846;
05/11/2023, 14:03:44;4548851;852;Rght Crs Lft Tiara ;A;16;0;9929;
05/11/2023, 14:03:44;4060346;845;Force Pendant Tiara Rght ;J;3;0;6618;
05/11/2023, 14:03:44;4268020;582;Crs Crs ;C;10;0;4431;
05/11/2023, 14:03:44;4791249;542;Force Pendant Crs Tribute ;F;10;2;3550;
05/11/2023, 14:03:44;4532522;436;Lft Rght ;J;14;3;9254;
05/11/2023, 14:03:44;4209421;958;Force Tiara Crs Tribute ;B;11;2;8534;
05/11/2023, 14:03:44;4732277;897;Pendant Tiara ;B;1;1;2492;
05/11/2023, 14:03:44;4972319;580;Lft Tiara ;B;1;3;6139;
05/11/2023, 14:03:44;4972861;897;Tiara Force Tiara ;I;24;1;8361;
05/11/2023, 14:03:44;4896456;897;Rght Crs ;A;6;2;9502;
05/11/2023, 14:03:44;4471526;897;Force Force Tiara Tiara ;H;20;1;8166;
05/11/2023, 14:03:44;4042276;582;Lft Tribute Force Lft ;C;14;2;7379;
05/11/2023, 14:03:44;4061663;542;Lft Rght Crs ;D;7;0;2257;
05/11/2023, 14:03:44;4403539;512;Lft Pendant Tribute Force ;F;22;3;9810;
05/11/2023, 14:03:44;4357738;987;Tiara Lft Rght ;B;21;0;5615;
05/11/2023, 14:03:44;4243183;958;Rght Lft Crs ;F;17;2;7643;
05/11/2023, 14:03:44;4608677;582;Rght Tribute Lft Crs ;H;2;3;633;
05/11/2023, 14:03:44;4665129;580;Lft Force Tiara Tiara ;B;8;3;6862;
05/11/2023, 14:03:44;4522735;312;Force Lft ;I;19;2;3208;
05/11/2023, 14:03:44;4524748;987;Pendant Rght Lft ;C;4;3;8605;
05/11/2023, 14:03:44;4123466;542;Lft Pendant Pendant Tribute ;H;17;0;5559;
05/11/2023, 14:03:44;4519830;312;Tribute Force Tribute Tribute ;I;17;2;3849;
05/11/2023, 14:03:44;4842737;958;Pendant Lft ;A;3;3;920;
05/11/2023, 14:03:44;4972319;256;Lft Tiara ;A;24;3;1102;
05/11/2023, 14:03:44;4227455;542;Rght Lft Pendant ;E;4;2;3845;
05/11/2023, 14:03:44;4042276;987;Lft Tribute Force Lft ;K;13;2;2548;
05/11/2023, 14:03:44;4700222;436;Force Force Lft ;B;12;0;337;
05/11/2023, 14:03:44;4992639;436;Crs Tribute ;A;10;0;991;
05/11/2023, 14:03:44;4988185;436;Pendant Tiara Crs ;J;9;3;6501;
05/11/2023, 14:03:44;4042276;256;Lft Tribute Force Lft ;F;23;1;1015;
05/11/2023, 14:03:44;4378617;542;Crs Force ;D;10;3;7071;
05/11/2023, 14:03:44;4874281;658;Force Tribute Tiara Lft ;K;21;0;8614;
05/11/2023, 14:03:44;4211663;436;Lft Lft ;H;21;3;2519;
05/11/2023, 14:03:44;4649013;312;Tribute Rght Crs Rght ;I;8;0;8388;
05/11/2023, 14:03:44;4401816;436;Lft Pendant Pendant Pendant ;A;12;2;5842;
05/11/2023, 14:03:44;4526427;845;Rght Rght ;K;3;2;5894;
05/11/2023, 14:03:44;4592645;958;Rght Tribute Rght ;D;21;3;4617;
05/11/2023, 14:03:44;4898742;512;Rght Crs ;G;17;3;6949;
05/11/2023, 14:03:44;4673465;512;Force Tiara Tribute ;K;11;1;2874;
05/11/2023, 14:03:44;4516424;897;Force Tribute ;E;17;1;1094;
05/11/2023, 14:03:44;4665129;658;Lft Force Tiara Tiara ;H;21;2;960;
05/11/2023, 14:03:44;4574105;845;Lft Crs ;H;24;0;7451;
05/11/2023, 14:03:44;4112363;580;Tribute Crs Force ;E;23;0;4863;
05/11/2023, 14:03:44;4142171;987;Lft Tribute Lft Lft ;D;17;0;5712;
05/11/2023, 14:03:44;4632150;512;Crs Crs ;A;10;3;58;
05/11/2023, 14:03:44;4602332;436;Lft Pendant Lft ;K;25;2;29;
05/11/2023, 14:03:44;4886949;436;Rght Lft ;H;14;2;9983;
05/11/2023, 14:03:44;4852295;987;Rght Crs Rght Pendant ;B;12;3;9338;
05/11/2023, 14:03:44;4795803;542;Tribute Force Crs ;K;12;1;4243;
05/11/2023, 14:03:44;4972861;436;Tiara Force Tiara ;D;2;3;607;
05/11/2023, 14:03:44;4268020;542;Crs Crs ;K;2;3;4593;
05/11/2023, 14:03:44;4211663;845;Lft Lft ;E;22;0;1265;
05/11/2023, 14:03:44;4766980;958;Pendant Tribute ;H;16;3;7007;
05/11/2023, 14:03:44;4061663;987;Lft Rght Crs ;E;8;0;8086;
05/11/2023, 14:03:44;4976485;658;Force Tiara ;I;9;0;3473;
05/11/2023, 14:03:44;4243183;582;Rght Lft Crs ;K;16;2;2070;
05/11/2023, 14:03:44;4915031;256;Lft Force Tribute Crs ;G;9;1;6263;
05/11/2023, 14:03:44;4104720;845;Tiara Lft Lft ;G;3;2;1531;
05/11/2023, 14:03:44;4403539;987;Lft Pendant Tribute Force ;E;6;0;5951;
05/11/2023, 14:03:44;4700222;845;Force Force Lft ;I;13;3;7116;
05/11/2023, 14:03:44;4814408;897;Force Tiara ;J;17;3;1920;
05/11/2023, 14:03:44;4673465;897;Force Tiara Tribute ;J;5;0;6252;
05/11/2023, 14:03:44;4211663;658;Lft Lft ;I;21;3;601;
05/11/2023, 14:03:44;4597702;845;Crs Lft Tiara ;F;7;2;742;
05/11/2023, 14:03:44;4901655;312;Tribute Tribute ;A;25;3;6235;
05/11/2023, 14:03:44;4793521;852;Crs Tribute ;E;7;3;3764;
05/11/2023, 14:03:44;4992879;987;Rght Force Pendant ;G;18;3;1608;
05/11/2023, 14:03:44;4872447;582;Force Lft ;H;3;3;7414;
05/11/2023, 14:03:44;4330653;958;Force Tribute Rght ;A;22;2;1542;
05/11/2023, 14:03:44;4649013;987;Tribute Rght Crs Rght ;I;2;0;8495;
05/11/2023, 14:03:44;4895098;658;Tribute Tribute Rght ;G;13;0;4208;
05/11/2023, 14:03:44;4403539;542;Lft Pendant Tribute Force ;A;23;0;6590;
05/11/2023, 14:03:44;4408599;958;Lft Lft Force ;C;7;3;7553;
05/11/2023, 14:03:44;4082767;845;Rght Tribute ;B;12;3;2936;
05/11/2023, 14:03:44;4019599;512;Tribute Tiara ;D;17;1;3206;
05/11/2023, 14:03:44;4522735;852;Force Lft ;H;20;0;2288;
05/11/2023, 14:03:44;4520322;256;Crs Rght Tribute Tiara ;A;14;0;7490;
05/11/2023, 14:03:44;4815981;987;Tiara Pendant Tiara Force ;D;1;2;6330;
05/11/2023, 14:03:44;4736204;312;Lft Tiara ;J;7;3;669;
05/11/2023, 14:03:44;4946663;658;Tiara Tiara Crs ;K;9;3;7891;
05/11/2023, 14:03:44;4277243;845;Tiara Pendant Tribute Tiara ;A;6;3;6083;
05/11/2023, 14:03:44;4321795;312;Tribute Tribute Tribute Tribute ;C;10;3;4687;
05/11/2023, 14:03:44;4256796;542;Rght Tiara ;A;18;2;4540;
05/11/2023, 14:03:44;4522735;852;Force Lft ;A;11;2;6509;
05/11/2023, 14:03:44;4972319;582;Lft Tiara ;D;14;2;3430;
05/11/2023, 14:03:44;4019599;852;Tribute Tiara ;G;1;1;4806;
05/11/2023, 14:03:44;4526427;958;Rght Rght ;K;10;1;966;
05/11/2023, 14:03:44;4060346;436;Force Pendant Tiara Rght ;H;15;0;3041;
05/11/2023, 14:03:44;4611739;987;Lft Pendant Pendant ;H;9;1;1434;
05/11/2023, 14:03:44;4608677;845;Rght Tribute Lft Crs ;K;22;3;4236;
05/11/2023, 14:03:44;4358661;312;Lft Lft ;A;5;2;2618;
05/11/2023, 14:03:44;4117271;852;Pendant Force Crs Force ;A;14;3;2786;
05/11/2023, 14:03:44;4350045;256;Tiara Tiara Force Pendant ;I;22;2;9420;
05/11/2023, 14:03:44;4738043;542;Lft Tiara Pendant ;F;10;0;4745;
05/11/2023, 14:03:44;4644196;512;Crs Tribute ;H;13;3;1294;
05/11/2023, 14:03:44;4666655;897;Lft Crs Tribute Tribute ;A;10;2;1884;
05/11/2023, 14:03:44;4325251;958;Rght Pendant Pendant ;J;24;1;1799;
05/11/2023, 14:03:44;4209421;958;Force Tiara Crs Tribute ;G;19;2;6489;
05/11/2023, 14:03:44;4651339;897;Crs Lft Force ;F;22;0;493;
05/11/2023, 14:03:44;4535724;897;Crs Crs Tribute ;G;21;2;6288;
05/11/2023, 14:03:44;4526427;312;Rght Rght ;C;14;2;8828;
05/11/2023, 14:03:44;4748462;897;Pendant Pendant Tiara Lft ;F;16;0;3891;
05/11/2023, 14:03:44;4742309;845;Lft Crs Rght ;J;22;3;306;
05/11/2023, 14:03:44;4135567;987;Tiara Pendant ;I;16;1;879;
05/11/2023, 14:03:44;4915031;852;Lft Force Tribute Crs ;K;10;3;1701;
05/11/2023, 14:03:44;4511932;658;Tribute Tribute Force Crs ;K;17;0;9952;
05/11/2023, 14:03:44;4608677;658;Rght Tribute Lft Crs ;C;23;0;9708;
05/11/2023, 14:03:44;4302502;580;Force Pendant Lft Force ;A;25;1;8038;
05/11/2023, 14:03:44;4898742;658;Rght Crs ;C;7;1;4869;
05/11/2023, 14:03:44;4246206;256;Force Rght ;I;24;1;5074;
05/11/2023, 14:03:44;4295590;256;Tiara Force ;I;20;2;2874;
05/11/2023, 14:03:44;4738043;845;Lft Tiara Pendant ;G;10;1;6687;
05/11/2023, 14:03:44;4473656;987;Pendant Tiara Lft ;G;22;2;7979;
05/11/2023, 14:03:44;4976485;580;Force Tiara ;H;8;0;7885;
05/11/2023, 14:03:44;4312117;512;Tiara Crs ;I;23;1;7956;
05/11/2023, 14:03:44;4602332;897;Lft Pendant Lft ;B;2;2;8543;
05/11/2023, 14:03:44;4994923;582;Tiara Crs ;B;1;1;2884;
05/11/2023, 14:03:44;4972861;897;Tiara Force Tiara ;G;22;2;3293;
05/11/2023, 14:03:44;4586107;542;Lft Crs Rght Tiara ;E;1;3;4448;
05/11/2023, 14:03:44;4886949;512;Rght Lft ;F;12;1;2569;
05/11/2023, 14:03:44;4901655;580;Tribute Tribute ;K;19;2;8736;
05/11/2023, 14:03:44;4766980;512;Pendant Tribute ;A;21;0;5684;
05/11/2023, 14:03:44;4769575;582;Tribute Rght Pendant ;B;11;1;1354;
05/11/2023, 14:03:44;4197081;897;Force Force Tribute Rght ;G;15;1;5707;
05/11/2023, 14:03:44;4535724;897;Crs Crs Tribute ;E;21;2;7515;
05/11/2023, 14:03:44;4082767;852;Rght Tribute ;A;11;1;585;
05/11/2023, 14:03:44;4094868;580;Tribute Force Tiara Crs ;B;2;2;1913;
05/11/2023, 14:03:44;4592645;436;Rght Tribute Rght ;I;5;0;3726;
05/11/2023, 14:03:44;4992879;987;Rght Force Pendant ;E;14;2;7584;
05/11/2023, 14:03:44;4742309;897;Lft Crs Rght ;J;6;1;7597;
05/11/2023, 14:03:44;4772064;958;Crs Rght ;H;25;1;4023;
05/11/2023, 14:03:44;4092233;845;Lft Pendant Tribute Force ;K;9;0;8428;
05/11/2023, 14:03:44;4511932;542;Tribute Tribute Force Crs ;I;24;2;200;
05/11/2023, 14:03:44;4644196;312;Crs Tribute ;D;10;2;292;
05/11/2023, 14:03:44;4541475;256;Tiara Lft ;G;1;2;1191;
05/11/2023, 14:03:44;4795483;958;Tiara Crs Rght ;E;17;3;7293;
05/11/2023, 14:03:44;4917024;580;Tribute Rght Force ;I;4;3;3451;
05/11/2023, 14:03:44;4286440;436;Force Rght Rght ;D;10;3;3560;
05/11/2023, 14:03:44;4725133;436;Lft Crs ;B;17;3;2075;
05/11/2023, 14:03:44;4113099;987;Force Tribute ;J;23;2;6122;
