data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4117271;958;Pendant Force Crs Force ;I;8;1;2173;
05/11/2023, 14:03:44;4113099;987;Force Tribute ;I;24;1;3739;
05/11/2023, 14:03:44;4042276;542;Lft Tribute Force Lft ;E;13;2;8276;
05/11/2023, 14:03:44;4485644;542;Crs Rght ;A;2;1;9110;
05/11/2023, 14:03:44;4485644;512;Crs Rght ;B;25;3;3583;
05/11/2023, 14:03:44;4928109;897;Force Lft ;E;18;3;2020;
05/11/2023, 14:03:44;4992879;582;Rght Force Pendant ;A;16;0;6867;
05/11/2023, 14:03:44;4378617;658;Crs Force ;B;19;2;3667;
05/11/2023, 14:03:44;4736204;845;Lft Tiara ;G;7;3;9854;
05/11/2023, 14:03:44;4136004;582;Force Pendant ;C;6;2;2289;
05/11/2023, 14:03:44;4796458;580;Rght Pendant Tribute Force ;K;22;0;3024;
05/11/2023, 14:03:44;4467440;512;Pendant Force ;D;12;0;4049;
05/11/2023, 14:03:44;4825387;845;Tribute Lft ;K;17;0;884;
05/11/2023, 14:03:44;4548851;845;Rght Crs Lft Tiara ;F;5;3;5125;
05/11/2023, 14:03:44;4201973;897;Pendant Pendant Lft Crs ;K;4;1;6885;
05/11/2023, 14:03:44;4277243;897;Tiara Pendant Tribute Tiara ;G;3;2;2239;
05/11/2023, 14:03:44;4136004;256;Force Pendant ;I;3;1;2617;
05/11/2023, 14:03:44;4061663;580;Lft Rght Crs ;D;13;1;8116;
05/11/2023, 14:03:44;4277243;312;Tiara Pendant Tribute Tiara ;H;25;0;5503;
05/11/2023, 14:03:44;4300302;852;Tiara Tiara Tiara Force ;D;21;3;565;
05/11/2023, 14:03:44;4117271;312;Pendant Force Crs Force ;J;18;3;1190;
05/11/2023, 14:03:44;4826476;436;Lft Rght Crs ;J;16;3;7120;
05/11/2023, 14:03:44;4250643;897;Tribute Crs Tribute ;I;20;3;2357;
05/11/2023, 14:03:44;4592645;312;Rght Tribute Rght ;H;22;1;6687;
05/11/2023, 14:03:44;4403539;580;Lft Pendant Tribute Force ;A;4;1;9857;
05/11/2023, 14:03:44;4895098;512;Tribute Tribute Rght ;I;22;3;834;
05/11/2023, 14:03:44;4917024;312;Tribute Rght Force ;J;15;2;9460;
05/11/2023, 14:03:44;4814408;845;Force Tiara ;G;6;2;1593;
05/11/2023, 14:03:44;4412611;580;Pendant Tiara ;I;6;2;9483;
05/11/2023, 14:03:44;4946663;658;Tiara Tiara Crs ;D;7;2;762;
05/11/2023, 14:03:44;4976485;312;Force Tiara ;G;5;0;2722;
05/11/2023, 14:03:44;4330653;580;Force Tribute Rght ;E;16;3;1533;
05/11/2023, 14:03:44;4444484;542;Tiara Lft ;I;2;0;4362;
05/11/2023, 14:03:44;4302502;852;Force Pendant Lft Force ;A;11;3;8210;
05/11/2023, 14:03:44;4092233;580;Lft Pendant Tribute Force ;B;25;2;4026;
05/11/2023, 14:03:44;4644196;958;Crs Tribute ;H;11;3;2415;
05/11/2023, 14:03:44;4060346;436;Force Pendant Tiara Rght ;B;18;1;2385;
05/11/2023, 14:03:44;4852295;256;Rght Crs Rght Pendant ;F;7;1;8718;
05/11/2023, 14:03:44;4640021;312;Tribute Tiara Crs Force ;D;9;2;6202;
05/11/2023, 14:03:44;4972861;436;Tiara Force Tiara ;D;17;2;2373;
05/11/2023, 14:03:44;4972861;987;Tiara Force Tiara ;D;14;0;2321;
05/11/2023, 14:03:44;4106526;256;Tiara Crs Crs ;J;18;3;3060;
05/11/2023, 14:03:44;4586107;256;Lft Crs Rght Tiara ;J;15;0;6217;
05/11/2023, 14:03:44;4586107;436;Lft Crs Rght Tiara ;H;11;0;1240;
05/11/2023, 14:03:44;4738271;580;Force Force ;H;12;1;502;
05/11/2023, 14:03:44;4247697;845;Crs Force Lft ;E;17;1;1988;
05/11/2023, 14:03:44;4759728;845;Tiara Tiara ;F;16;3;7446;
05/11/2023, 14:03:44;4769575;256;Tribute Rght Pendant ;C;11;2;9265;
05/11/2023, 14:03:44;4123466;436;Lft Pendant Pendant Tribute ;B;25;1;371;
05/11/2023, 14:03:44;4112363;256;Tribute Crs Force ;K;17;1;3878;
05/11/2023, 14:03:44;4428568;582;Crs Crs ;J;4;3;8808;
05/11/2023, 14:03:44;4928109;256;Force Lft ;E;4;2;9264;
05/11/2023, 14:03:44;4874281;958;Force Tribute Tiara Lft ;F;7;3;5482;
05/11/2023, 14:03:44;4053534;987;Rght Tiara ;F;12;1;5251;
05/11/2023, 14:03:44;4255903;512;Tiara Lft Crs ;G;24;0;1944;
05/11/2023, 14:03:44;4795803;256;Tribute Force Crs ;C;24;1;5887;
05/11/2023, 14:03:44;4611739;582;Lft Pendant Pendant ;B;23;0;7794;
05/11/2023, 14:03:44;4471526;845;Force Force Tiara Tiara ;F;15;1;9001;
05/11/2023, 14:03:44;4793521;312;Crs Tribute ;A;14;0;6884;
05/11/2023, 14:03:44;4592645;312;Rght Tribute Rght ;H;20;0;8354;
05/11/2023, 14:03:44;4122383;852;Tiara Lft ;J;7;0;9099;
05/11/2023, 14:03:44;4769575;580;Tribute Rght Pendant ;C;21;1;1080;
05/11/2023, 14:03:44;4906814;436;Force Rght ;J;1;2;4135;
05/11/2023, 14:03:44;4366079;958;Lft Force Lft Force ;K;16;2;5244;
05/11/2023, 14:03:44;4644196;958;Crs Tribute ;A;6;1;7064;
05/11/2023, 14:03:44;4286440;312;Force Rght Rght ;A;2;2;4560;
05/11/2023, 14:03:44;4246206;436;Force Rght ;G;25;2;7790;
05/11/2023, 14:03:44;4946412;582;Force Tribute Lft Tribute ;F;15;3;7322;
05/11/2023, 14:03:44;4886949;312;Rght Lft ;E;2;2;7085;
05/11/2023, 14:03:44;4742309;987;Lft Crs Rght ;E;15;1;139;
05/11/2023, 14:03:44;4815981;512;Tiara Pendant Tiara Force ;D;11;0;1796;
05/11/2023, 14:03:44;4255903;658;Tiara Lft Crs ;A;17;0;9193;
05/11/2023, 14:03:44;4302502;845;Force Pendant Lft Force ;I;19;2;4588;
05/11/2023, 14:03:44;4523500;256;Tribute Force ;D;8;1;8749;
05/11/2023, 14:03:44;4277243;852;Tiara Pendant Tribute Tiara ;A;20;0;3045;
05/11/2023, 14:03:44;4209421;542;Force Tiara Crs Tribute ;K;9;2;4456;
05/11/2023, 14:03:44;4403539;580;Lft Pendant Tribute Force ;K;9;0;4670;
05/11/2023, 14:03:44;4906814;658;Force Rght ;K;4;0;2338;
05/11/2023, 14:03:44;4524748;852;Pendant Rght Lft ;K;19;1;9739;
05/11/2023, 14:03:44;4201973;658;Pendant Pendant Lft Crs ;J;9;0;5121;
05/11/2023, 14:03:44;4574105;958;Lft Crs ;H;5;1;4754;
05/11/2023, 14:03:44;4357738;897;Tiara Lft Rght ;E;8;0;9406;
05/11/2023, 14:03:44;4266016;542;Force Rght ;E;10;3;7003;
05/11/2023, 14:03:44;4046718;987;Rght Force Tribute Force ;D;17;0;2511;
05/11/2023, 14:03:44;4898742;580;Rght Crs ;A;16;2;5486;
05/11/2023, 14:03:44;4471526;852;Force Force Tiara Tiara ;G;25;3;3402;
05/11/2023, 14:03:44;4917024;987;Tribute Rght Force ;D;23;3;3563;
05/11/2023, 14:03:44;4256796;436;Rght Tiara ;J;5;1;9927;
05/11/2023, 14:03:44;4914139;312;Tribute Lft Lft Tribute ;F;8;2;8251;
05/11/2023, 14:03:44;4898742;852;Rght Crs ;D;21;0;8717;
05/11/2023, 14:03:44;4519830;852;Tribute Force Tribute Tribute ;H;22;0;1910;
05/11/2023, 14:03:44;4104720;580;Tiara Lft Lft ;F;23;0;3020;
05/11/2023, 14:03:44;4082767;312;Rght Tribute ;A;20;0;8621;
05/11/2023, 14:03:44;4928109;897;Force Lft ;B;5;3;842;
05/11/2023, 14:03:44;4548851;582;Rght Crs Lft Tiara ;F;2;2;383;
05/11/2023, 14:03:44;4094868;582;Tribute Force Tiara Crs ;H;24;0;573;
05/11/2023, 14:03:44;4605149;542;Lft Tiara ;H;20;3;668;
05/11/2023, 14:03:44;4611739;658;Lft Pendant Pendant ;C;11;2;9563;
05/11/2023, 14:03:44;4104720;987;Tiara Lft Lft ;C;16;0;9379;
05/11/2023, 14:03:44;4898742;845;Rght Crs ;I;22;0;6533;
05/11/2023, 14:03:44;4136004;987;Force Pendant ;D;20;2;2068;
05/11/2023, 14:03:44;4605149;542;Lft Tiara ;H;20;0;2287;
05/11/2023, 14:03:44;4825387;436;Tribute Lft ;H;24;1;5644;
05/11/2023, 14:03:44;4516424;897;Force Tribute ;J;11;2;2594;
05/11/2023, 14:03:44;4597702;852;Crs Lft Tiara ;K;3;3;4678;
05/11/2023, 14:03:44;4605149;312;Lft Tiara ;I;2;3;6750;
05/11/2023, 14:03:44;4574105;256;Lft Crs ;D;19;1;1562;
05/11/2023, 14:03:44;4651339;436;Crs Lft Force ;I;8;3;3330;
05/11/2023, 14:03:44;4010172;512;Tribute Tribute Crs Lft ;G;18;2;2830;
05/11/2023, 14:03:44;4896456;987;Rght Crs ;H;25;3;5945;
05/11/2023, 14:03:44;4532522;580;Lft Rght ;E;8;0;9864;
05/11/2023, 14:03:44;4135567;256;Tiara Pendant ;E;19;0;5342;
05/11/2023, 14:03:44;4738271;852;Force Force ;C;14;1;7390;
05/11/2023, 14:03:44;4045663;542;Crs Lft Pendant ;K;16;0;6000;
05/11/2023, 14:03:44;4759728;256;Tiara Tiara ;E;15;2;2445;
05/11/2023, 14:03:44;4946663;312;Tiara Tiara Crs ;C;16;1;2099;
05/11/2023, 14:03:44;4753693;958;Tiara Force Force Pendant ;G;11;0;6331;
05/11/2023, 14:03:44;4117271;852;Pendant Force Crs Force ;I;21;3;6276;
05/11/2023, 14:03:44;4700222;658;Force Force Lft ;B;15;3;4064;
05/11/2023, 14:03:44;4042276;312;Lft Tribute Force Lft ;K;7;3;9285;
05/11/2023, 14:03:44;4209421;987;Force Tiara Crs Tribute ;C;6;0;2433;
05/11/2023, 14:03:44;4898742;658;Rght Crs ;B;23;2;7965;
05/11/2023, 14:03:44;4511932;512;Tribute Tribute Force Crs ;G;17;1;6274;
05/11/2023, 14:03:44;4431450;958;Pendant Tribute ;F;16;2;9238;
05/11/2023, 14:03:44;4815981;512;Tiara Pendant Tiara Force ;J;22;1;968;
05/11/2023, 14:03:44;4300302;897;Tiara Tiara Tiara Force ;G;3;2;5582;
05/11/2023, 14:03:44;4294880;852;Rght Tiara ;G;11;1;1158;
05/11/2023, 14:03:44;4734330;658;Force Crs Lft Rght ;D;11;3;7967;
05/11/2023, 14:03:44;4872447;958;Force Lft ;B;2;2;4364;
05/11/2023, 14:03:44;4524748;582;Pendant Rght Lft ;F;25;2;2785;
05/11/2023, 14:03:44;4053534;658;Rght Tiara ;C;21;3;3114;
05/11/2023, 14:03:44;4946663;897;Tiara Tiara Crs ;I;11;2;9771;
05/11/2023, 14:03:44;4917024;436;Tribute Rght Force ;F;2;1;9292;
05/11/2023, 14:03:44;4665129;958;Lft Force Tiara Tiara ;J;9;0;2257;
05/11/2023, 14:03:44;4616652;658;Rght Force ;I;23;1;6069;
05/11/2023, 14:03:44;4112363;580;Tribute Crs Force ;I;7;1;2141;
05/11/2023, 14:03:44;4350045;852;Tiara Tiara Force Pendant ;K;9;3;8716;
05/11/2023, 14:03:44;4725133;436;Lft Crs ;I;6;0;9255;
05/11/2023, 14:03:44;4673465;256;Force Tiara Tribute ;I;4;0;7813;
05/11/2023, 14:03:44;4852295;580;Rght Crs Rght Pendant ;I;12;1;2791;
05/11/2023, 14:03:44;4094868;987;Tribute Force Tiara Crs ;B;25;3;4615;
05/11/2023, 14:03:44;4801506;312;Pendant Lft Tribute Crs ;H;21;1;277;
05/11/2023, 14:03:44;4227455;312;Rght Lft Pendant ;K;20;0;7169;
05/11/2023, 14:03:44;4896456;958;Rght Crs ;F;4;2;2561;
05/11/2023, 14:03:44;4286440;987;Force Rght Rght ;G;12;3;2649;
05/11/2023, 14:03:44;4816695;582;Pendant Pendant Tribute Pendant ;A;11;0;8765;
05/11/2023, 14:03:44;4357738;658;Tiara Lft Rght ;B;19;2;1395;
05/11/2023, 14:03:44;4526427;897;Rght Rght ;C;17;1;4453;
05/11/2023, 14:03:44;4209524;580;Tiara Crs ;C;24;0;4442;
05/11/2023, 14:03:44;4136004;256;Force Pendant ;G;10;0;3593;
05/11/2023, 14:03:44;4874281;436;Force Tribute Tiara Lft ;H;24;2;9450;
05/11/2023, 14:03:44;4801506;987;Pendant Lft Tribute Crs ;G;13;0;1882;
05/11/2023, 14:03:44;4045663;845;Crs Lft Pendant ;A;18;1;6779;
05/11/2023, 14:03:44;4913362;958;Tribute Rght ;F;21;1;6361;
05/11/2023, 14:03:44;4988185;987;Pendant Tiara Crs ;H;11;0;6893;
05/11/2023, 14:03:44;4112363;436;Tribute Crs Force ;C;3;1;8210;
05/11/2023, 14:03:44;4243183;845;Rght Lft Crs ;F;16;1;941;
05/11/2023, 14:03:44;4732277;658;Pendant Tiara ;J;4;3;1371;
05/11/2023, 14:03:44;4295590;987;Tiara Force ;F;20;2;2908;
05/11/2023, 14:03:44;4934612;582;Rght Force ;D;1;3;1448;
05/11/2023, 14:03:44;4852295;542;Rght Crs Rght Pendant ;E;25;2;9713;
05/11/2023, 14:03:44;4142171;958;Lft Tribute Lft Lft ;H;10;2;1468;
05/11/2023, 14:03:44;4934612;845;Rght Force ;H;1;3;4106;
05/11/2023, 14:03:44;4250643;897;Tribute Crs Tribute ;F;17;2;5938;
05/11/2023, 14:03:44;4906814;852;Force Rght ;A;15;3;6302;
05/11/2023, 14:03:44;4825387;436;Tribute Lft ;F;12;2;480;
05/11/2023, 14:03:44;4444484;852;Tiara Lft ;B;17;0;1023;
05/11/2023, 14:03:44;4428568;256;Crs Crs ;J;13;3;8271;
05/11/2023, 14:03:44;4295590;542;Tiara Force ;I;19;3;744;
05/11/2023, 14:03:44;4795245;987;Tribute Pendant ;B;5;3;9029;
05/11/2023, 14:03:44;4816695;256;Pendant Pendant Tribute Pendant ;D;4;2;9497;
05/11/2023, 14:03:44;4939577;542;Lft Tiara Force ;I;15;3;284;
05/11/2023, 14:03:44;4520322;987;Crs Rght Tribute Tiara ;G;22;0;8987;
05/11/2023, 14:03:44;4122383;512;Tiara Lft ;A;23;0;191;
05/11/2023, 14:03:44;4036586;845;Rght Pendant Force ;G;22;0;4598;
05/11/2023, 14:03:44;4759728;897;Tiara Tiara ;H;6;2;3289;
05/11/2023, 14:03:44;4444484;312;Tiara Lft ;E;4;2;1571;
05/11/2023, 14:03:44;4401816;512;Lft Pendant Pendant Pendant ;C;5;1;6865;
05/11/2023, 14:03:44;4256796;580;Rght Tiara ;B;15;1;7435;
05/11/2023, 14:03:44;4209524;987;Tiara Crs ;E;18;0;7723;
05/11/2023, 14:03:44;4485644;852;Crs Rght ;K;1;2;4268;
05/11/2023, 14:03:44;4113099;958;Force Tribute ;D;25;1;3606;
05/11/2023, 14:03:44;4976485;658;Force Tiara ;D;11;1;2784;
05/11/2023, 14:03:44;4535724;852;Crs Crs Tribute ;A;12;3;6457;
05/11/2023, 14:03:44;4914139;542;Tribute Lft Lft Tribute ;C;11;2;2754;
05/11/2023, 14:03:44;4295590;852;Tiara Force ;I;24;0;9934;
05/11/2023, 14:03:44;4350045;852;Tiara Tiara Force Pendant ;B;11;0;9984;
05/11/2023, 14:03:44;4548851;312;Rght Crs Lft Tiara ;F;24;3;3567;
05/11/2023, 14:03:44;4946663;312;Tiara Tiara Crs ;F;21;2;1435;
05/11/2023, 14:03:44;4592645;580;Rght Tribute Rght ;I;16;0;1593;
05/11/2023, 14:03:44;4358661;987;Lft Lft ;K;14;2;1781;
05/11/2023, 14:03:44;4250643;852;Tribute Crs Tribute ;E;25;3;3979;
05/11/2023, 14:03:44;4357738;852;Tiara Lft Rght ;D;12;1;4307;
05/11/2023, 14:03:44;4113099;436;Force Tribute ;C;5;0;6930;
05/11/2023, 14:03:44;4302502;542;Force Pendant Lft Force ;H;9;1;8945;
05/11/2023, 14:03:44;4738271;958;Force Force ;F;13;2;6256;
05/11/2023, 14:03:44;4036586;436;Rght Pendant Force ;A;7;1;3300;
05/11/2023, 14:03:44;4330653;256;Force Tribute Rght ;H;2;0;6048;
05/11/2023, 14:03:44;4166618;897;Crs Pendant Lft Pendant ;K;22;1;1905;
05/11/2023, 14:03:44;4473656;658;Pendant Tiara Lft ;J;7;3;4892;
05/11/2023, 14:03:44;4366079;312;Lft Force Lft Force ;G;5;2;4832;
05/11/2023, 14:03:44;4112405;436;Force Rght ;I;24;3;2976;
05/11/2023, 14:03:44;4094868;658;Tribute Force Tiara Crs ;H;25;0;9206;
05/11/2023, 14:03:44;4743470;542;Rght Tiara ;G;24;3;7817;
05/11/2023, 14:03:44;4061663;582;Lft Rght Crs ;B;25;2;800;
05/11/2023, 14:03:44;4211663;987;Lft Lft ;H;6;3;1326;
05/11/2023, 14:03:44;4136004;312;Force Pendant ;A;8;1;2980;
05/11/2023, 14:03:44;4759728;987;Tiara Tiara ;F;25;0;9498;
05/11/2023, 14:03:44;4123466;542;Lft Pendant Pendant Tribute ;E;21;3;1724;
05/11/2023, 14:03:44;4340764;658;Tribute Rght ;K;12;2;3880;
05/11/2023, 14:03:44;4791249;580;Force Pendant Crs Tribute ;C;18;0;3686;
05/11/2023, 14:03:44;4042276;582;Lft Tribute Force Lft ;C;22;1;4447;
05/11/2023, 14:03:44;4852295;436;Rght Crs Rght Pendant ;C;3;1;948;
05/11/2023, 14:03:44;4166618;542;Crs Pendant Lft Pendant ;C;7;2;4251;
05/11/2023, 14:03:44;4505297;256;Tribute Tiara Lft Tribute ;I;17;3;8149;
05/11/2023, 14:03:44;4535724;852;Crs Crs Tribute ;H;3;0;8655;
05/11/2023, 14:03:44;4112405;256;Force Rght ;A;8;3;1358;
05/11/2023, 14:03:44;4796458;580;Rght Pendant Tribute Force ;C;1;2;9549;
05/11/2023, 14:03:44;4431450;542;Pendant Tribute ;I;22;3;2020;
05/11/2023, 14:03:44;4053534;312;Rght Tiara ;I;12;2;1154;
05/11/2023, 14:03:44;4042276;436;Lft Tribute Force Lft ;H;25;2;1063;
05/11/2023, 14:03:44;4473656;852;Pendant Tiara Lft ;H;3;2;38;
05/11/2023, 14:03:44;4523500;897;Tribute Force ;C;24;1;9419;
05/11/2023, 14:03:44;4428568;512;Crs Crs ;J;1;0;400;
05/11/2023, 14:03:44;4136004;436;Force Pendant ;G;13;0;1361;
05/11/2023, 14:03:44;4053534;312;Rght Tiara ;J;21;1;7852;
05/11/2023, 14:03:44;4574105;658;Lft Crs ;J;8;0;6131;
05/11/2023, 14:03:44;4608677;436;Rght Tribute Lft Crs ;J;8;0;6633;
05/11/2023, 14:03:44;4795483;512;Tiara Crs Rght ;H;7;1;6854;
05/11/2023, 14:03:44;4605149;852;Lft Tiara ;A;17;1;3380;
05/11/2023, 14:03:44;4548851;582;Rght Crs Lft Tiara ;F;2;3;1875;
05/11/2023, 14:03:44;4597702;512;Crs Lft Tiara ;I;16;3;8638;
05/11/2023, 14:03:44;4473656;582;Pendant Tiara Lft ;F;14;0;8081;
05/11/2023, 14:03:44;4532522;958;Lft Rght ;C;19;3;1484;
05/11/2023, 14:03:44;4915031;436;Lft Force Tribute Crs ;E;11;2;1363;
05/11/2023, 14:03:44;4939577;852;Lft Tiara Force ;B;19;0;7166;
05/11/2023, 14:03:44;4471526;436;Force Force Tiara Tiara ;E;13;2;4478;
05/11/2023, 14:03:44;4742309;580;Lft Crs Rght ;E;3;2;3074;
05/11/2023, 14:03:44;4613804;987;Tiara Tiara Tiara Rght ;A;24;3;926;
05/11/2023, 14:03:44;4972861;580;Tiara Force Tiara ;H;4;2;1826;
05/11/2023, 14:03:44;4923670;512;Pendant Tribute Rght ;E;11;3;7940;
05/11/2023, 14:03:44;4793521;987;Crs Tribute ;A;11;3;3046;
05/11/2023, 14:03:44;4444484;987;Tiara Lft ;J;19;1;2341;
05/11/2023, 14:03:44;4122383;987;Tiara Lft ;H;7;2;3568;
05/11/2023, 14:03:44;4769575;436;Tribute Rght Pendant ;H;11;3;2251;
05/11/2023, 14:03:44;4295590;436;Tiara Force ;E;5;2;6001;
05/11/2023, 14:03:44;4700222;897;Force Force Lft ;C;11;3;8851;
05/11/2023, 14:03:44;4277243;582;Tiara Pendant Tribute Tiara ;A;4;0;605;
05/11/2023, 14:03:44;4548851;845;Rght Crs Lft Tiara ;B;2;0;9563;
05/11/2023, 14:03:44;4122383;845;Tiara Lft ;F;17;3;2223;
05/11/2023, 14:03:44;4312117;580;Tiara Crs ;E;24;3;7192;
